portfolio,website,year,summary
Dropifi,http://dropifi.com/,,"Dropifi provides a customized smart widget that allows companies to analyze, discover and re-channel messages. "
Kidblog,http://kidblog.org/,,Kidblog provides teachers with blogging tools to help their students navigate safely through the online digital landscape. 
Flyer,http://flyer.io/,,The future of real estate marketing 
Audiodraft,http://audiodraft.com/,,Audiodraft helps companies outsource their music and audio production to a global community of sound designers and music composers. 
Markerly,http://markerly.com/,,Markerly is a content agency collecting and analyzing user-generated data to create custom content for company blogs. 
AirSeed,http://airseed.com/,,"Airseed is the trusted online platform that helps users save money traveling, by automatically tracking and notifying users of price changes, offers, and insights about their own b "
Dropsuite,http://dropsuite.com/,,"Dropsuite is a software platform that enables small and medium enterprises to easily backup, recover and protect their digital assets. "
AppSocially,http://appsocial.ly/,,"AppSocially provides an API for mobile apps to integrate customer-acquisition functions into it, and keep track of customer viral metrics. "
Grata,http://grata.com/,,Cross-Platform Mobile Messaging Console 
Konnect-I,http://konnecti.com/,,Konnecti is a web platform where small and medium enterprises rate the companies with which they do business. 
Equipboard,http://equipboard.com/,,Equipboard is building the world's largest database of artists and the gear they use. 
Whale Path,http://whalepath.com/,,"Whale Path is a Crowdsourced Market Intelligence Platform where over 13,000 analysts compete through research challenges to provide customers with proprietary and reliable market d "
Remark,http://remarkhq.com/,,Collaborative Video Annotation 
Guidekick,http://guidekick.co/,,App for Historical Attractions 
Roam and Wander,http://roamandwander.com/,,Roam & Wander is a kid's entertainment studio. 
HumTap,http://humtap.com/,,Humtap - make music with your voice 
Pangea,http://getpangea.com/,,Developing technology for the 3 billion mobile subscribers without internet. 
Lean Startup Machine,http://leanstartupmachine.com/,,Learn Startup Machine offers an intensive three-day workshop that teaches entrepreneurs and innovators how to build disruptive products. 
Abbeypost,http://abbeypost.com/,,Software-driven custom apparel that fits every woman's shape and size. 
FlyData,http://flydata.com/,,FlyData offers data integration to Amazon Redshift and other big data warehousing platforms. 
BioFab,http://biofab.com.pe/,,"BioFab is a biotechnology company that provides printing services prosthesis, tissues, and organs. "
RocketJourney,http://rocketjourney.com/,,The smartest & friendliest way to a fitness lifestyle. 
Nuvelar,http://nuvelar.com/,,Nuvelar CMS is a cloud based Digital Signage Content Management System. 
Unbisne,http://unbisne.com/,,Online distribution of second hand clothing. 
Apsalar,http://apsalar.com/,,"Apsalar provides leading solutions in mobile app tracking, measurement, and audience management. "
Tapshot,http://videokits.com/,,Guided Mobile Video Creation 
Sproutkin,http://sproutkin.com/,,Sproutkin is a subscription service for children's books allowing parents to receive shipments of new books on a regular basis. 
Synapp.io,http://synapp.io/,,Helping email marketers get and stay in compliance with their Email Service Providers 
OnePageCRM,http://onepagecrm.com/,,Web-based Sales App for Small Business 
WorldShop,http://worldshop.com/,,"Offers international buyers: Fair Prices, Free Shipping and a World Changing mission "
LIMK,http://limk.com/,,"Limk is a content distribution and a discovery platform, helping websites grow traffic while reaching highly engaged audiences. "
eCommHub,https://hublogix.com/,,HubLogix provides ecommerce order automation solutions that improve profit margins and increases customer satisfaction. 
Vontrip,http://vontravel.com/,,"VONTRAVEL, based in Argentina, is a flash sale site exclusively for trips and getaways. "
Aiotra,http://aiotra.tv/,,Aiotra is a social web platform that enables individuals to add to and share crowdsourced video content. 
Cloud Admin,http://cloudadmin.mx/,,Cloud solution to easily and efficiently keep track of inventory. 
eTraining,http://etraining.mx/,,Online Learning with Experts. 
Iron Drone,http://irondroneinc.com/,,Iron Drone is a visionary company developing and selling telepresence technology 
UWisio,http://desdeelring.com/,,"Community for boxing fans, with fights information and engaging activities "
Noonswoon,http://noonswoonapp.com/,,Noonswoon provides mobile dating services for singles in Asia. 
TaskRabbit,http://taskrabbit.com/,,TaskRabbit is a website and mobile app that allows users to outsource small jobs and tasks to people in their neighborhood. 
Jeeran,http://jeeran.com/,,Jeeran is a local review site helpingusers interact better with places in their city. 
Hacker Earth,http://hackerearth.com/,,"HackerEarth helps you hire great programmers, the smart way. HackerEarth provides a SaaS application to do automated assessment of "
WillCall,http://getwillcall.com/,,WillCall is a music discovery and ticketing application that allows users to reserve and book tickets for music events held in U.S. cities. 
Plancast,http://plancast.com/,,"Plancast is social event sharing site which allows users to discover, plan, promote and celebrate events of interest. "
Speek,http://speek.com/,,"Speek enables conference calling by using a unique web link instead of dial-ins, PINs or downloads. "
MyGola,http://mygola.com/,,Mygola is a platform enabling travelers to discover customizable and bookable travel itineraries. 
Hipster,http://hipster.com/,,Hipster is an application enabling users to send photographic postcards to others via iPhone and Android devices. 
Votizen,http://votizen.com/,,Votizen is a consumer technology company that harnesses social networks to create a connected electorate of voters. 
VoidBrains,http://superganadero.com/,,Track and improve your swine farming experience. 
Mytips,http://mytips.co/,,An online platform for building interactive on-screen tutorials without coding. 
Fiberead,http://fiberead.com/,,Book translating combine with self-publishing. 
Edools,http://edools.com/,,Edools is like Wordpress.com for e-learning: we cure the pain of any company willing to manage a full-service e-learning system. Edools takes care of all the complicated stuff: vid 
Arcturus BioCloud,http://arcturus.io/,,"Arcturus BioCloud, Inc. develops platform for scientists to code, create, share, and execute biotechnology experiments. Its platform provides genetic engineering and prototyping so "
Crowdplat,http://crowdplat.com/,,CrowdPlat connects mid-size and enterprise customers to freelance teams 
Kollecto,http://kollecto.com/,,"Kollecto searches the internet for impressive art and gives you recommendations, based on your taste and budget. "
Coach Market,http://coachmarket.com/,,CoachMarket makes it easy for individuals and organizations to connect with top business coaches and corporate training consultants. CoachMarket is the first freelancer marketplace 
Feesheh,http://feesheh.com/,,Online musical instrument shop; making instruments more accessible and affordable in the Arab world. 
Empreware,http://empreware.com/,,Empreware helps people to create business plans and execute them. We offer a business planning online application. 
Uguru,http://uguru.me/,,"uGuru offers on-demand, p2p, course specific tutoring to college students at 1/4 of the market price in minutes. "
Gogohire,http://gogohire.com/,,"Gogohire is a hiring marketplace that connects top sales talent with companies.You can quickly and easily develop your profile, and they will contact you within 24 hours. Your prof "
Milk and Honey,http://milkandhoneyshoes.com/,,E-commerce focusing the huge market of women's shoes and customization. 
WalletKit,http://walletkit.com/,,WalletKit is a SaaS-based platform enabling businesses to design and deliver digital passes and tickets to mobile wallets. 
Keen Print,http://keenprint.com/,,Keen Systems is a cloud-based platform that allows companies to build and deploy an e-commerce driven web presence. 
SafeShepherd,http://safeshepherd.com/,,Safe Shepherd is a privacy web service to remove records that violate its usersâ€™ privacy on internet and remove access â€˜Data Brokersâ€™. 
InSparq,http://insparq.com/,,inSparq helps retailers instantly market and merchandise their trending products. 
Virect,http://virect.com/,,Virect is a self service marketplace that connects businesses to video creators. 
Ready For Zero,http://readyforzero.com/,,ReadyForZero creates online financial software for actively managing personal debt and credit. 
Medialets,http://medialets.com/,,"Medialets is a media ad platform enabling businesses to create, deliver and measure mobile and tablet campaigns. "
Unwind Me,http://unwind.me/,,"Massage Made Simple: The best therapists, straight to you, at an affordable price (YC S14) Massage Made Simple: The best therapists, straight to you, at an affordable price (YC S14 "
Cambrian Genomics,http://cambriangenomics.com/,,"Cambrian Genomics is a biotechnology company which uses a novel, laser based technique to synthesize DNA. "
Sqoot,http://sqoot.com/,,Sqoot is a local deal API that helps developers make money and advertisers gain distribution. 
Forrst,https://unum.500.co/public/startups,,Forrst is an invitation-only community of developers and designers with a heavy emphasis on critique and quality feedback. The community of 40k+ is heavily engaged (~50% monthly ac 
Switch,http://switchapp.com/,,Switch is an addictively simple job hunting app that is reinventing the way people find their next job. 
PeopleFund,http://peoplefund.kr/,,PeopleFund is Korea's first P2P lending platform to partner with a Tier 1 Bank to process all loans through a bank-integrated system 
Twilio,http://twilio.com/,,"Twilio is a cloud communication company that enables users to use standard web languages to build voice, VoIP and SMS apps via a web API "
Makerbot,http://makerbot.com/,,MakerBot Industries creates open source 3D printers. 
Grab,http://grab.com/,,Southeast Asian taxi booking application that pre-screen drivers and monitors performance 
Oneforty,http://oneforty.com/,,oneforty is a social business hub that provides buyers with guide for businesses. 
Ninua,http://ninua.com/,,"Ninua develops social media applications such as Symphony Tools, which helps businesses in managing their social media presence. "
Backyard,http://gobackyard.com/,,Backyard is a SaaS provider delivering video marketing and advertising solutions that connect local businesses with customers. 
eVenues,http://evenues.com/,,eVenues is an online marketplace for office and event space rental and bookings. 
Fitocracy,http://fitocracy.com/,,Fitocracy is an online fitness community offering games and social networking tools that help members improve their fitness. 
MeMeTales,http://memetales.com/,,Memetales is a picture book platform for kids that enables publishers to easily add their books into mobile devices. 
Maker.me,http://maker.me/,,A platform to showcase and discover Makers. 
Hunie,http://hunie.co/,,Hunie is an invite-only community for designers to collaborate by giving each other constructive critiques that help improve their work. 
VaiVolta,http://vaivolta.com.br/,,VaiVolta is an online platform that helps construction companies to rent and manage equipment and machines. 
Zootrock,http://zootrock.com/,,"ZootRock generates engaging content for posting to your social media accounts. 80% of your content on social media should be about other people, but figuring out what to say and sh "
Teaman & Company,http://teamanco.com/,,Teaman & Company are the colored gemstone people - providing remarkable engagement rings and custom jewelry. They marry modern technology & 3D printing with the finest gemstones an 
Edukart,http://edukart.com/,,"EduKart is India's leading education marketplace offering 2000+ degree, diploma, certificate, entrance coaching & K12 courses. "
NinjaBlocks,http://ninjablocks.com/,,Next generation control of your environment with accurate in-home location data and a gesture control interface. 
Hazel Lane,http://hazellane.com/,,"Hazel Lane travel subscription box. Discover the US through locally crafted, artisanal goods. "
PixelFish,http://pixelfish.com/,,PixelFish is a provider of video advertising solutions for small and medium-sized businesses. 
Affinity China,http://affinitychina.com/,,Affinity China is a Chinese private social network providing its members with exclusive luxury lifestyle and travel opportunities. 
TheIceBreak,http://theicebreak.com/,,"Theicebreak is an online portal that helps couplestrack, analyze and enjoytheir romantic relationships. "
SchoolAdmissions,http://schooladmissions.in/,,SchoolAdmissions is a platform that helps parents choose the right school and manage the admission process for their kids. 
Wittlebee,http://wittlebee.com/,,"Wittlebee is a kids' clothing company offering custom packages based on a child’s age, color preferences, and geographic location. "
Fi.TT,http://fi.tt/,,Fitt is all about movement and motivation. 
37Coins,http://37coins.com/,,"Bitcoin wallet provider that created bitcoin technologies for emerging markets such as the Philippines and Singapore, where access to smartphone and desktop PC apps is limited. "
SkillBridge,http://skillbridge.co/,,Skillbridge gives clients on-demand access to a 'hidden market' of top-tier Elite Business Freelancers. 
Taamkru,http://taamkru.com/,,Taamkru is well-known for its eponymous website and smartphone app. 
Glints,http://glints.com/,,Glints is an internship portal for companies and youths to find each other based on their skills and personality. 
InnerSpace,http://innerspace.io/,,"Like GPS does outdoors, our instant mapping and location platform transforms the human experience indoors and captures the data on how people interact indoors.  "
Junomedical,http://qunomedical.com/,,Junomedical connects patients with doctors abroad 
SureBids,http://suregifts.com.ng/,,"SureBids is a retail voucher aggregator and provider in Africa. It is the first coordinated effort to introduce retail vouchers in Nigeria, with the focus is on ease of redemption "
Indemand,http://tryindemand.com/,,Indemand lets anyone create an ondemand business in minutes. 
AISense,http://www.aisense.com/,,"AISense improves enterprise productivity with Ambient Voice Intelligence, a unique approach to speech recognition and deep learning. "
FinCheck,http://fincheck.com/,,Adam (by FinCheck.com) is an intelligent assistant that makes business finances a breeze. 
Deenty,http://www.deenty.com/,,TOTAL DENTAL DIGITAL MARKETING SYSTEM Put your practice in front of more patients and turn them into customers with our all-in-one digital marketing system that combines powerful t 
ChangeJar,http://changejar.com/,,ChangeJar is the first of its kind: a mobile cash payment platform designed with both merchants and customers in mind. ChangeJar has no transaction fees and is convenient for custo 
Check I'm Here,http://checkimhere.com/,,"Check Im Here gives Universities & Colleges the power to Manage, Track, Assess, & Engage students & organizations on campus. "
O.school,http://www.o.school/,,Invite-only streaming platform for pleasure ed 
Fastwork,https://fastwork.co/,,A marketplace for freelancers 
Parcel Perform Pte. Ltd.,https://www.parcelperform.com/,,"Parcel Perform is a carrier independent parcel tracking service for merchants worldwide, allowing them to manage their customers' after-purchase experience. "
UseTrace,http://usetrace.com/,,"Usetrace's artificial user learns and goes through the critical use cases of any webapp, every time developers make changes. "
LittleFund,http://littlefund.co/,,Smart savings and financial education tools to help parents secure their childrens' financial futures 
Tourkrub.co,http://tourkrub.co/,,Tourkrub.co help people find travel package and understand them faster from so many travel agencies in the market.  
KolayIK,https://kolayik.com/,,Kolay İK is a Turkish company that provides human resources and personnel management systems. 
Botanalytics,http://botanalytics.co/,,"Botanalytics helps bot owners to improve their human-to-bot communication with identifying bottlenecks, filtering conversations, and understanding engagement. "
Bisu,http://www.bisu.com.tr/,,"Bisu is an on-demand, one-tap mobile water delivery service in Turkey. "
WorkGenius,http://workgeni.us/,,"workgeni.us is a scheduling and support platform for hourly workers, which enables users to find and optimize work across multiple employers, primarily within the on-demand economy "
tagMonkey,http://tagmonkey.co/,,"TagMonkey is a platform to make RFID and IoT simple to use and develop for. Users can deploy hardware, connect it to the cloud, and start to plug into applications. "
Leapcure,http://leapcure.com/,,"Leapcure offers tools for clinical trial patient recruitment, engagement, and retention. "
Movielala,https://movielala.com/,,MovieLaLa is a totally redesigned social platform for movie lovers.  
Plum,http://withplum.com/,,Plum is your personal savings assistant — it monitors your daily spending and automagically sets money aside that you won't need. Because saying “#yolo” is a bit too tempting somet 
Pvgna,https://pvgna.com/,,Pvgna is Netflix for Gaming: a subscription based platform for exclusive and high-quality gaming videos. 
Metro Residences,http://metroresidences.sg/,,"Largest & most trusted corporate serviced apartments in Singapore, Tokyo and Hong Kong. Stay in over 1000 tastefully furnished apartments 40% more affordable! "
Backstartup,http://backstartup.com/,,"BackStartup are revolutionizing the way accounting and legal services are being provided to startups, micro and small enterprises. "
Massive Bio,http://massbio.io/,,Massive Bio provides cutting edge concierge advisory services for precision oncology (targeted therapies and immunotherapies) to cancer patients either directly or through channel 
Youplus,http://www.youplus.co/home/,,"Youplus is an app that allows people to share their opinions on topics they care about, give their feedback on products they love and debate with each other.  "
SimplyCook,http://simplycook.com/,,SimplyCook.com is a subscription business designed to make it easy to cook restaurant quality food at home in 20 minutes or less.  
SocialDice,https://socialdice.net/,,End to end online hiring solution. 
KarmaLaunch,http://karmalaunch.com/,,"We are dedicated to providing tools and platforms to help good people build awareness, raise money, and promote goodness everywhere. "
Apurata,https://apurata.com/,,"Quick, Online, Reliable access to credit for the underbanked middle class. We offer loans up to 1x minimum wage for up to 2 months (2-4 payments). As we improve our credit model, w "
Asistia,https://asistia.mx/,,Asistia provides nursing staff for elderly at home. 
Zenjob,http://zenjob.de/,,"Zenjob is an automated, data-driven, full-service staffing platform. "
HoyPido,http://hoypido.com/,,HoyPido lets you order food in just 2 taps. Just pick the time and you'll get an SMS when the food is at your door. 
Souktel,http://www.souktel.org/,,Souktel designs and delivers mobile phone services that link people with jobs and connect aid agencies with communities who need help. 
Spoyl,https://www.spoyl.in/,,Spoyl is a mobile-only platform to buy/sell new and pre-loved fashion 
HomeGP,http://www.homegp.asia/,,Door to door housecall doctors and healthcare in Malaysia 
VisionX,http://tacerto.com/,,"VisionX is a distribution system for insurance products, enabling any point-of-sale to sell insurance products. "
Indio,http://useindio.com/,,Indio is a tech driven insurance platform delivering digital tools to traditional commercial insurance brokers. 
deporPrivé,https://www.deporprive.mx/,,deporPrivé is a Mexican-based sport-specific flash sales website where members receive exclusive access to sales from brand partners. 
Grove Collaborative,http://www.grove.co/,,"Grove Collaborative makes it easy for busy families to create a healthy, beautiful environment in their homes.  "
HeavyConnect,http://heavyconnect.com/,,HeavyConnect offers farming management tools for improving costs and operational efficiency. 
BenRevo,http://benrevo.com/,,"Simplifies purchasing of health insurance by connecting insurance carriers, brokers, and employers. "
Scopio,http://scop.io/,,"Scopio offers companies a simple way to search, license, and publish original image and videos, that are more effective than traditional stock photos. "
Parting,https://www.parting.com/,,We at Parting have one mission: To empower you with the information to easily find the best funeral service providers. Each of us have experienced first hand how this can be an ove 
Aella Credit,http://aellacredit.com/,,Aella Credit provides instant credit solutions to Africans by eliminating standard loan applications and enabling employees to borrow at competitive rates through their employers. 
Almabase,http://almabase.com/,,Empowering colleges to build thriving alumni fraternities 
Baloonr,http://baloonr.com/,,"Baloonr removes bias from group work and decision-making. Our app levels the playing field, making it possible to anonymously surface and prioritize information, feedback, and idea "
Melodics,http://melodics.com/,,"Melodics is an educational service for learning how to finger drum, using adaptive learning and other data-driven approaches. "
Aumet,http://aumet.me/,,"A site that allows medical manufacturers and distributors increase their sales by sharing hospital inquiries, business news, search for products and find potential clients. "
MyConvoy,http://www.myconvoy.com/,,MyConvoy is a company that helps consumers with technical support such as setting up new devices and more. 
Bstow,http://bstow.com/,,Donate spare change automatically from everyday purchases to your charity of choice. 
Pluto AI,http://plutoai.com/,,AI powered analytics platform for water management 
Fingertips Lab,http://www.fingertipslab.com/,,Turns apps into radio stations 
Pawprint,http://getpawprint.com/,,"Pet management app complete with official electronic health records direct from your vet, for free. "
We Are Onyx,http://weareonyx.com/,,"We Are Onyx Beauty Box is a women's beauty subscription box and products included will vary from hair, beauty, skin, and nail care. "
BoxGreen,http://boxgreen.co/,,BoxGreen is on a mission to promote healthier snacking by sourcing and delivering natural and healthy snacks straight to your hands. 
StreamLoan,http://streamloan.io/,,"StreamLoan is a SaaS/mobile collaboration and workflow platform, simplifying residential home purchases. "
Tranqui,https://tranquifinanzas.com/,,N/A
OrderCircle,http://ordercircle.com/,,"OrderCircle is self-service ordering for wholesale customers. OrderCircle takes the hassle out of B2B orders - no more phone orders, faxes, or emailed forms. Think of it as Shopify "
Hush,https://shophush.com/,,Hush is a mobile e-commerce/marketplace app for off-price apparels (think TJ Maxx/Ross for mobile) 
Roho,http://roho.io/,,Online religious content that’s indexed and curated for users. 
Printify,http://printifyapp.com/,,Printify offers a print on demand marketplace & mediation platform connecting on demand producers and e-commerce merchants. 
Outsite,http://outsite.co/,,"A collection of unique work+play accommodations that cater to the growing community of entrepreneurs, business travelers. "
Ample,http://amplemeal.com/,,Ample is a meal for busy people who care about their nutrition. 
Homebot,http://homebot.ai/,,Homebot is helping homeowners maximize their wealth by working with leaders in the mortgage lending and real estate industries. 
Croissant,http://getcroissant.com/,,"Croissant gives you instant access to inspiring workspaces around your city. With over 40 locations available across New York City, Boston, and Washington DC, you can create whenev "
Chocotravlr,http://chocotravlr.com/,,Monthly box subscription for a chocolate experience from around the world 
Getagent,http://www.getagent.co.uk/,,GetAgent gathers data from various sources to create a transparent and accurate measure of estate agent performance. 
Your Superfoods,http://yoursuperfoods.de/,,Your Superfoods is an e-commerce company producing and selling high quality organic superfood powered mixes worldwide. 
Besuccess,http://besuccess.com/,,beSUCCESS (비석세스) is a tech and media channel for Korean startups established in 2010. It features startup interviews and a variety of funding news from around the world. 
Saucey,http://sauceyapp.com/,,On Demand alcohol delivery 
Leflair,https://www.leflair.vn/,,Leflair is a fast-growing online premium outlet starting in Vietnam but with ambitions to expand to Southeast Asia. 
Gather,http://gathertheapp.com/,,Get awesome video reactions on your iPhone. 
Meshcrafts,http://www.meshcrafts.com/,,Meshcrafts delivers a B2B Marketplace for Electrical Vehicle Charging. 
Zyudly Labs,http://zyudlylabs.com/,,Identify cyber-criminals and fraudsters before they strike your company. 
Comparably,http://comparably.com/,,"Comparably, a platform that provides compensation data for public and private companies "
Upcraft Club,http://upcraftclub.com/,,UpCraft Club is a modern sewing association and curated pattern shop for people who use digital sewing patterns. 
Riide,http://riide.com/,,Sleek design. Integrated battery. Light and fast enough to take you everywhere you need to go. 
Qwil,http://qwil.co/,,Qwil - On-demand pay for the 1099 workforce 
Skeyecode,http://skeyecode.com/,,Skeyecode offers unhackable 2 factor authentication that makes it easier and more convenient for users. 
Phenom,http://phenom.co/,,The mobile app for athletes to show off their style and hustle. 
My Job Studio,https://www.myjobstudio.com/,,We give you the expertise of a headhunter and the efficiency of a recruiting website. You get your heaven made talent 8 times faster. We also test their hard & soft skills to get a 
Regard,http://getregard.com/,,"Offers income insurance online, enabling individuals to get cash benefits when they're too sick or injured to work. "
Albert,http://meetalbert.com/,,"The best financial advice is simple. Albert makes it happen, for free. "
East Meet East,http://eastmeeteast.com/,,Online Dating for Asians in the US 
Pocket Menu,https://pocket-concierge.jp/?locale=ja,,Runs services which deliver vacant information of high review restaurants 
Dverse,http://dverse.me/,,Virtual reality (VR) software company. 
Sora,http://sora.flights/,,Real-time Dynamic Pricing in Travel Booking 
Cognuse,http://cognuse.com/,,Cognuse produces and manufactures systems and devices specifically for cognitive rehabilitation. 
Mentimeter,http://mentimeter.com/,,Mentimeter is a cloud-based tool that lets users engage and interact with audiences in real-time. Users set the questions and audiences can give input via a mobile phone or any oth 
GlobalID,https://www.globalid.net/,,"globaliD is your portable, private, and secure identity for individuals and group interactions. "
Ticktate,http://ticktate.com/,,"Ticktate provides a beautiful, seamless booking experience to give live music fans access to tickets to their favorite artists at their favorite venues. Ticktate sources tickets di "
Homeday,http://www.homeday.de/,,We want to become the first choice for property owners to sell their property. 
Rock Pamper Scissors,http://rockpamperscissors.co.uk/,,A suite of salon software products that power a truly unique consumer app experience for hair style discovery and appointments. 
Investacrowd,https://www.investacrowd.com/,,"InvestaCrowd is a real estate crowdfinancing platform. We use our unique contacts and experience, coupled with the power of the internet and our technology, to bring exclusive inve "
Erasmusinn,http://www.erasmusinn.com/,,Erasmusinn is a housing platform that helps students find off campus housing and make reservations online. 
DesignInc,https://www.designinc.com/,,Designer recruitment platform 
Bizimply,http://bizimply.com/,,SaaS platform to assist in all aspects of running a business. 
Dollar Beard Club,http://www.dollarbeardclub.com/,,Dollar Beard Club sells high quality beard care products at wholesale prices on a subscription basis. 
OhmniLabs,http://www.ohmnilabs.com/,,Useful and affordable personal robots 
Day2Life,http://day2life.com/,,Day2Life is a Korean-based IT company that provides mobile scheduling and supply management solutions to the B2B and B2C markets. 
Carengo,http://www.carengo.mx/,,"Carengo is a marketplace that connects drivers with car owners. On one side, we allow car owners to easily offer their cars to our Carengo community. On the other side, drivers can "
Atexto,http://atexto.com/,,Atexto generate 99.99% accurate audio transcriptions in any language by combining decentralized self-supervised human work to complement AI. 
Smile Identity,http://smileidentity.com/,,Authentication via facial recognition 
Expansive Reality,http://www.expansive.mx/,,"Collective funding platform for real estate projects that allows consumers to make investments starting from $50,000 Mexican pesos. "
Reddoorz,http://reddoorz.com/,,"RedDoorz is a network of Standardized Accommodation complimented with Service Guarantee across all its properties. Free Wifi, satellite television, clean linen, sanitized washrooms "
Mi Envio,http://www.mienvio.mx/,,
Fit Body Co,https://thefitbodycompany.com/,,
Click Mechanic,https://www.clickmechanic.com/,,ClickMechanic is an online marketplace for users to find mechanics. 
Zya,http://zyamusic.com/,,"Zya has built the world's first cloud platform that empowers anyone to express themselves with music. The company holds multiple patents for audio manipulations, gamification and p "
Goo Technologies,http://www.gootechnologies.com/,,The Goo Engine is a web-based 3D engine (WebGL/HTML5) for games and visualizations. Customers are game publishers but also the retail industry. 
Saffron,http://www.saffroncooks.com/,,Meals from top chefs delivered to your door. A combo of tech in a high user experience and food from some of the best chefs in the country. The end of pizza delivery and the start 
Bitrefill,https://www.bitrefill.com/,,"Bitrefill offers one simple API for sending money to prepaid phones all over the world. Our network can reach 3 Billion people, in 143 countries, on 600+ carriers.  "
Content Central,http://www.contentcentral.se/,,Content Central is a content marketplace for freelancer journalists. Currently servicing major publications in Sweden with expansion to UK and US next. 
MojiLala,http://mojilala.com/,,Emoji/Sticker Marketplace for artists and designers all over the world.  
FoxType,http://foxtype.com/,,"FoxType offers a free Gmail plugin that helps you write in a more polite, friendly tone. "
Infostellar,http://infostellar.net/,,Satellite Antenna Sharing Platform 
Airsorted,http://airsorted.uk/,,"AirSorted is revolutionizing the way people own, rent, and manage homes. By creating technology solutions for the homestay industry, they allow ALL homeowners to share their world. "
RocketBolt,http://rocketbolt.com/,,Sell more by knowing who clicks your email links and visits your website with RocketBolt's intelligent lead tracking. 
PlusMargin,http://plusmargin.com/,,PlusMargin analyses customer's purchase intent and shows relevant and targeted on-site promotions to increase conversions and sales revenue. 
Visor,https://visor.io/,,"We are a VC backed, big data enabled, credit analytics, customer management and origination platform servicing SME's "
Tarefa,http://www.tarefa.co/,,"Tarefa.co the is academic support platform that is revolutionizing learning math in Latin America, connecting students unable to solve math questions with teachers able to help the "
LECO,https://leco.mx/,,LECO is an on-demand platform to access visual health in Mexico. 
Civica Digital Mexico,https://civica.digital/,,"We build digital tools that empower citizens, helping organizations become more open, responsive, and with better digital services. "
40Tasks,http://40tasks.com/,,"Loco makes navigating real life simple again. By transforming physical locations into coherent and searchable entities, Loco makes cities intuitively accessible to everyday travele "
Catch that bus,http://catchthatbus.com/,,Online travel agent specializing in bus-related travel (express and charter) in Southeast Asia. 
Alpharank,http://alpharank.io/,,Alpharank is a word of mouth targeting company. Our machine learning clusters uses simple transaction data to identify the customers that are proven to have a significant impact on 
Buenchef,http://www.buenchef.com/,,Buenchef is a grocery delivery service company that delivers a recipe and the portioned required ingredients to the customer's doorstep 
MaestroConference,http://maestroconference.com/,,"MaestroConference is the leader in Social Conferencing, a technology that allows people to participate in large-scale events. "
M-vendr,http://mvendr.com/,,M-vendr is a mobile Point of Sale (mPOS) app that enables small retailers and informal traders to receive payment from their customers without the need for the traditional POS hard 
Neutun,http://neutun.com/,,Neutun is novel tracking software for epileptics through smartwatches and wearables. 
nurseVersity,http://nurseversity.com/,,"nurseVersity is an intelligent, interactive exam prep platform that refines and adapts, based on an individual’s usage via our proprietary technology “The Adviser”. "
OpenSponsorship,http://opensponsorship.com/,,Connecting brands and rights holders directly to each other via the world's largest network of sports sponsorship opportunities. 
Pilotly,http://pilot.ly/,,Pilotly enables media publishers to run digital focus groups at scale with precise audience segmentation.  
Podozi,http://podozi.com/,,Beauty ecommerce website for women of color in Africa. 
Qualio,http://qualio.com/,,A web based quality management platform that simplifies compliance for small to mid sized life sciences companies. 
Resource,http://getresource.io/,,"Resource uses proprietary software combined with expert human sourcing to find and engage the highest potential candidates, sending interested responses directly to your inbox. "
Rize,http://rizeup.io/,,Rize automates saving through technology and behavioral science. 
Tackl,http://tackl.co/,,Tackl is reinventing university recruiting in a data-driven way. 
WorkAmerica,http://workamerica.co/,,"WorkAmerica is a next-generation candidate sourcing platform for talent in the skilled train, allied health, and IT domains. "
Worthix,http://worthix.com/,,"Worthix is a scientifically designed customer survey with an econometric methodology, which helps companies understand customer incentives. "
Yoderm,http://yoderm.com/,,Get a prescription acne medication from an online dermatologist. No Waiting! Submit your consultation now--get your prescription in 24 hours 
YouStake,http://youstake.com/,,YouStake is a marketplace to invest in your favorite poker players. 
Cesanta,http://cesanta.com/,,CESANTA is helping to define a future of the embeddable communication technologies and accelerate the Web for the Internet of Things. 
Jewelbots,http://jewelbots.com/,,Ignite their curiosity! Jewelbots - programmable friendship bracelets for the modern world. 
Rikai Labs,http://rikai.co/,,"Rikai Labs builds bots that are distributed via messaging platforms like WeChat, Slack and FB Messenger "
Flipgive,http://flipgive.com/,,FlipGive is a digital marketplace that connects people to brands through fundraising.  
Auctio,http://auctioleads.com/,,Auctio accelerate lead generation and increase revenue from referral programs with that Platform. 
Get Lighthouse,http://getlighthouse.com/,,Lighthouse is software that makes better managers. 
Onekloud,http://onekloud.com/,,"OneKloud gets cloud infrastructure spending under total control by automatically enforcing budget quotas that are forecasted and assigned per project and team, and managing workflo "
Up All Night,http://upallnight.us/,,"Up All Night provides a customer centric approach where users can communicate with personal concierges 7 days a week via Messenger, SMS, and the web. "
Silvernest,http://silvernest.com/,,A room-matching service that pairs aging homeowners with roommates and tools for long-term home sharing. 
BIGcontrols,http://bigcontrols.com/,,RegTech SaaS solution helping global corporations save billions by automating government incentives compliance management. 
Sickweather,http://sickweather.com/,,Sickweather is an online social health network that provides sickness forecasting and mapping solutions. 
Teleport,http://teleport.ninja/,,"Teleport is a new take on virtual tours. They guide your visitors into your space, giving them a contextualised, interactive and immersive experience. "
